seq1	lang1	label1
it is hard not to be especially grateful for freedom after a film like this	en	1
a well put together piece of urban satire	en	1
too much of nemesis has a tired , tal@@ ky feel	en	0
pan nal@@ in 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient indian practice , are as subtle and as enig@@ matic	en	1
given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube	en	0
with more character development this might have been an eerie thriller with better pa@@ yo@@ ffs , it could have been a thinking man 's monster movie	en	0
an entertaining british hybrid of comedy , cap@@ er thri@@ lls and quir@@ ky romance	en	1
but in trying to capture the novel 's deeper intimate reson@@ ances , the film has ironically dist@@ an@@ ced us from the characters	en	0
the modern master of the chase sequence returns with a chase to end all ch@@ ases	en	1
queen of the damned as you might have guessed , makes sorry use of a@@ ali@@ yah in her one and only starring role she does little here but point at things that explode into flame	en	0
a loud , wit@@ less mess that has none of the charm and little of the intri@@ gue from the tv series	en	0
a cartoon ?	en	0
a cr@@ ass and insulting homage to great films like some like it hot and the john wayne classics	en	0
the problem with " xx@@ x " is that its own action is n't very effective	en	0
' yes , that 's right it 's forrest gu@@ mp , angel of death '	en	1
with a romantic comedy plo@@ t@@ line straight from the ages , this cinder@@ ella story does n't have a single surprise up its sleeve	en	0
while certainly clever in spots , this too long , spo@@ of@@ y update of shakespeare 's mac@@ beth does n't sustain a high enough level of invention	en	0
no new plot concep@@ tions or environmental changes , just different bodies for sharp objects to rip through	en	0
australian actor director john pol@@ son and award winning english cinematographer giles nu@@ tt@@ gens make a terri@@ fic effort at disgu@@ ising the obvious with energy and innovation	en	1
tw@@ o@@ hy knows how to infl@@ ate the mun@@ dane into the sc@@ ari@@ fying , and gets full mile@@ age out of the rolling of a stray barrel or the unexpected blast of a phon@@ o@@ graph record	en	1
at once a testament to the divine calling of education and a demonstration of the pa@@ inst@@ aking process of im@@ parting knowledge	en	1
in@@ suff@@ er@@ ably naive	en	0
these are textbook lives of quiet desperation	en	0
worth a salute just for trying to be more complex than your average film	en	1
it exc@@ els because , unlike so many other hollywood movies of its il@@ k , it offers hope	en	1
the fun of the movie is the chance it affor@@ ds to watch jackson , who also served as executive producer , take his smooth , shrew@@ d , powerful act abroad	en	1
far too clever by half , howard 's film is really a series of strung together moments , with all the spaces in between filled with fantasies , day@@ dreams , memories and one fantastic visual tro@@ pe after another	en	0
serious and thoughtful	en	1
so@@ der@@ ber@@ gh skim@@ s the fat from the 1972 film	en	1
a remarkably insi@@ ght@@ ful look at the backstage ang@@ st of the stand up comic	en	1
alternately hil@@ arious and sad , aggrav@@ ating and soul@@ ful , sc@@ athing and joy@@ ous	en	1
this is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience	en	0
it 's unlikely we 'll see a better thriller this year	en	1
it 's provoc@@ ative stuff , but the specul@@ ative effort is hampered by taylor 's carto@@ on@@ ish performance and the film 's ill considered notion that hitler 's destiny was shaped by the most random of chances	en	0
a movie that ca n't get sufficient distance from leroy 's delu@@ sions to escape their mau@@ d@@ lin influence	en	0
though harris is affecting at times , he can not overcome the sense that pump@@ kin is a mere plot pawn for two directors with far less ende@@ aring disabilities	en	0
schnei@@ der@@ meister ma@@ kin ' a fool of himself lo@@ sin ' his fan base	en	0
in this case zero	en	0
the young stars are too cute the story and ensuing complications are too manipul@@ ative the message is too blat@@ ant the resolutions are too convenient	en	0
the difference is that i truly enjoyed most of mostly martha while i ne	en	1
sexy and romantic	en	1
by the time the plot grin@@ ds itself out in increasingly in@@ coherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around	en	0
arte@@ ta directs one of the best ensemble casts of the year	en	1
vivi@@ dly convey@@ s the passion , creativity , and fear@@ lessness of one of mexico 's most colorful and controversial artists a cap@@ tiv@@ ating drama that will speak to the non@@ con@@ for@@ mist in us all	en	1
the concept is a hoo@@ t	en	1
it may not be particularly innovative , but the film 's crisp , un@@ affected style and air of gentle longing make it unexpectedly re@@ warding	en	1
in its own way , joshua is as bl@@ asph@@ em@@ ous and non@@ sensi@@ cal as a luis bu uel film without the latter 's attendant intelligence , poetry , passion , and genius	en	0
perhaps a better celebration of these un@@ fairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated	en	0
you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for fri@@ da to just die already	en	0
the director , mark p@@ ell@@ ington , does a terri@@ fic job conj@@ uring up a sinister , menac@@ ing atmosphere though unfortunately all the story gives us is flashing red lights , a ratt@@ ling noise , and a bump on the head	en	1
even if the nai@@ paul original remains the real masterpiece , the movie possesses its own langu@@ or@@ ous charm	en	1
delivers more than its fair share of sau@@ cy hi@@ lar@@ ity	en	1
if it were any more of a turkey , it would go@@ bble in dol@@ by digital stereo	en	0
more intimate than spectacular , e t is carried less by wow factors than by its funny , moving yar@@ n that holds up well after two decades	en	1
i thought the relationships were wonderful , the comedy was funny , and the love ' real '	en	1
amid the shock and curiosity factors , the film is just a cor@@ ny examination of a young actress trying to find her way	en	0
wicke@@ dly funny , visually eng@@ ro@@ ssing , never boring , this movie challenges us to think about the ways we consume pop culture	en	1
the sp@@ aniel eyed jean reno in@@ fu@@ ses hubert with a mixture of dead@@ pan cool , wry humor and just the measure of ten@@ derness required to give this comic slu@@ g@@ fest some heart	en	1
a film with almost as many deli@@ ghts for adults as there are for children and dog lovers	en	1
a de@@ pra@@ ved , in@@ coherent , instantly dispos@@ able piece of hack@@ ery	en	0
the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication	en	0
the camera so@@ ars above the globe in da@@ zzling panor@@ amic shots that make the most of the large screen format , before swoo@@ ping down on a string of exotic loc@@ ales , scoo@@ ping the whole world up in a joy@@ ous communal festival of rhythm	en	1
what 's really sad is to see two academy award winning actresses l@@ rb and one academy award winning actor rr@@ b succum@@ b to appearing in this junk that 's tv sitcom material at best	en	0
l@@ rb jackson and ble@@ del rr@@ b seem to have been picked not for their acting ch@@ ops , but for their looks and appeal to the pre teen crowd	en	0
whatever the movie 's sentimental , hypo@@ critical lessons about sex@@ ism , its true colors come out in various wet t shirt and shower scenes	en	0
pier@@ c@@ ingly affecting while clearly a manipul@@ ative film , emerges as powerful rather than clo@@ ying	en	1
gu@@ ssi@@ ed up with so many distr@@ acting special effects and visual party tricks that it 's not clear whether we 're supposed to shri@@ ek or laugh	en	0
if only it had the story to match	en	0
 " f@@ rail@@ ty " has been written so well , that even a simple " god@@ dammit ! " 	en	1
the pianist is the film roman pol@@ an@@ ski may have been born to make	en	1
the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport	en	1
an excellent sequel	en	1
the trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness	en	0
it 's a technically superb film , shining with all the usual spiel@@ berg flair , exper@@ tly utilizing the talents of his top notch creative team	en	1
the story really has no place to go since simone is not real she ca n't provide any conflict	en	0
both a detective story and a romance spic@@ ed with the intri@@ gue of academic skul@@ l@@ du@@ g@@ gery and politics	en	1
all the sensu@@ ality , all the ero@@ ticism of a good vampire tale has been , pardon the pu@@ n , sucked out and replaced by goth goo@@ fin@@ ess	en	0
a quiet , dis@@ quie@@ ting triumph	en	1
anyone who ever fanta@@ sized about space travel but ca n't afford the 20 million ticket to ride a russian rocket should catch this i@@ max offering	en	1
l@@ rb car@@ vey 's rr@@ b characters are both over@@ played and exaggerated , but then again , sub@@ tle@@ ty has never been his trademark	en	0
if divine secrets of the ya ya sister@@ hood suffers from a plo@@ dd@@ ingly melo@@ dramatic structure , it comes to life in the performances	en	0
rash@@ omon for di@@ p@@ sticks tale	en	0
sleek and ar@@ ty	en	1
a terri@@ fic date movie , whatever your orientation	en	1
the explo@@ itative , clum@@ si@@ ly staged violence oversha@@ dows everything , including most of the actors	en	1
it takes a really long , slow and dre@@ ary time to d@@ ope out what tuck ever@@ lasting is about	en	0
it 's splash without the jokes	en	0
even as it pays earnest homage to turn@@ t@@ abli@@ sts and beat ju@@ g@@ glers , old school@@ ers and current innov@@ ators , scratch is great fun , full of the kind of energy it 's documenting	en	1
you begin to long for the end credits as the desert does for rain	en	0
a coming of age movie that hollywood would n't have the guts to make	en	1
' possession , ' based on the book by a s by@@ att , demands that la@@ bu@@ te deal with the subject of love head on trading in his cy@@ nic@@ ism for rever@@ ence and a little wit	en	1
did no one on the set have a sense of humor , or did they not have the nerve to speak up ?	en	0
cinematic pyro@@ techn@@ ics aside , the only thing av@@ ary seems to care about are mean gigg@@ les and pul@@ ch@@ rit@@ ude	en	0
some of the most inv@@ entive sil@@ liness you are likely to witness in a movie theatre for some time	en	1
the story is lacking any real emotional impact , and the plot is both cont@@ ri@@ ved and cli@@ ched	en	0
others , more att@@ un@@ ed to the anarchist maxim that ' the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find morrison 's icon@@ oc@@ l@@ astic uses of technology to be liber@@ ating	en	1
an aw@@ fully good , ach@@ ingly human picture	en	1
but no	en	0
it never plays as dramatic even when dramatic things happen to people	en	0
i have n't seen such self amused trash since freddy got fing@@ ered	en	0
a cross between blow and boy@@ z n the hood , this movie stri@@ ves to be more , but does n't quite get there	en	0
it 's a bad action movie because there 's no roo@@ ting interest and the spectacle is grotes@@ que and boring	en	0
provides the kind of ' laugh therapy ' i need from movie comedies off@@ beat humor , amusing characters , and a happy ending	en	1
a prolonged ex@@ tru@@ sion of psychop@@ athic pulp	en	0
little action , almost no suspen@@ se or believ@@ able tension , one dimensional characters up the wa@@ zoo and sets that can only be described as sci fi generic	en	0
director nancy sav@@ oc@@ a 's no fri@@ lls record of a show forged in still raw emotions captures the un@@ settled tenor of that post 9 11 period far better than a more measured or polished production ever could	en	1
despite its floating narrative , this is a remarkably accessible and haunting film	en	1
the sum of all fears preten@@ ds to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed over cold war parano@@ ia	en	0
the hypno@@ tic imagery and frag@@ mentary tale explore the connections between place and personal identity	en	1
it 's fun , spl@@ ash@@ y and entertain@@ ingly nasty	en	1
the first 2 3 of the film are incredibly cap@@ tiv@@ ating and insan@@ ely funny , thanks in part to interesting cinematic devices l@@ rb cool visual back@@ mas@@ king rr@@ b , a solid cast , and some wicke@@ dly sick and twisted humor	en	1
rather , pity anyone who sees this mis@@ hm@@ ash	en	0
return to never land may be another sham@@ eless attempt by disney to ra@@ ke in dough from baby bo@@ omer families , but it 's not half bad	en	1
the movie , despite its rough edges and a tendency to sa@@ g in certain places , is wry and eng@@ ro@@ ssing	en	1
much like robin williams , death to smoo@@ chy has already reached its exp@@ ir@@ ation date	en	0
a ple@@ asing , often funny comedy	en	1
a tour de force drama about the aston@@ ish@@ ingly pivotal role of imagination in the soul@@ ful development of two row@@ dy teenagers	en	1
good actors have a radar for ju@@ icy roles there 's a ple@@ thor@@ a of characters in this picture , and not one of them is flat	en	1
after all , it 'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies	en	0
it concentr@@ ates far too much on the awkward inter@@ play and utter lack of chemistry between chan and hewitt	en	0
her performance moves between heart@@ break and rebellion as she continually tries to accommodate to fit in and gain the un@@ conditional love she seeks	en	1
bad company	en	0
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conju@@ res up the intoxic@@ ating f@@ umes and emotional ghosts of a freshly painted re@@ mb@@ ran@@ dt	en	1
if you 've grown tired of going where no man has gone before , but several movies have take heart	en	1
swiftly deterior@@ ates into a terribly obvious melo@@ drama and rough he@@ wn vanity project for lead actress an@@ die mac@@ dowell	en	0
almost everyone growing up believes their family must look like " the ad@@ dams family " to everyone looking in " my big fat greek wedding " comes from the heart	en	1
an ex@@ cruci@@ ating demonstration of the un@@ salv@@ age@@ ability of a movie sad@@ dled with an amat@@ eu@@ rish screenplay	en	0
despite its old hat set up and predictable plot , empire still has enough moments to keep it entertaining	en	1
otherwise , this could be a pass@@ able date film	en	0
l@@ rb at least rr@@ b moore is a real char@@ mer	en	1
leaves viewers out in the cold and under@@ mines some phenomen@@ al performances	en	0
this rush to profits has created a predic@@ tably efficient piece of business notable largely for its overwhelming creep@@ iness , for an eag@@ er@@ ness to create images you wish you had n't seen , which , in this day and age , is of course the point	en	1
the concept behind kung po@@ w enter the fist is hil@@ arious	en	1
by not aver@@ ting his eyes , sol@@ on@@ d@@ z forces us to consider the un@@ thin@@ kable , the unacceptable , the un@@ menti@@ onable	en	1
better described as a ghost story gone badly aw@@ ry	en	0
the movie itself appears to be running on hyper@@ time in reverse as the truly funny bits get further and further apart	en	0
does n't get the job done , running off the limited chemistry created by ralph fi@@ ennes and jennifer lopez	en	0
t@@ sai has a well deserved reputation as one of the cinema world 's great visual sty@@ lists , and in this film , every shot enhan@@ ces the excellent performances	en	1
a movie that 's about as over@@ bearing and over the top as the family it depicts	en	0
a movie that both thri@@ lls the eye and , in its over the top way , touches the heart	en	1
eleg@@ antly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level	en	0
it 's hard to understand why anyone in his right mind would even think to make the attraction a movie	en	0
sc@@ 2 is an autop@@ i@@ lot hollywood con@@ co@@ ction lacking in imagination and authentic christmas spirit , yet it 's gear@@ ed toward an audience full of masters of both	en	0
donovan squ@@ anders his main asset , jackie chan , and fum@@ bles the vital action sequences	en	0
this ang@@ st ridden territory was covered earlier and much better in ordinary people	en	0
in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice	en	0
as underwater ghost stories go , below casts its spo@@ ok@@ y net out into the atlantic ocean and sp@@ its it back , gri@@ zzled and char@@ red , somewhere northwest of the bermuda triangle	en	0
the most compelling performance of the year adds substantial depth to this shocking testament to anti semitism and neo fascism	en	1
though this saga would be terri@@ fic to read about , it is di@@ cey screen material that only a genius should touch	en	1
a sentimental hybrid that could benefit from the spice of specific@@ ity	en	1
despite slick production values and director roger mich@@ ell 's tick to@@ ck pacing , the final effect is like having two guys yelling in your face for two hours	en	0
well , jason 's gone to manhattan and hell , i guess a space station in the year 24@@ 55 can be crossed off the list of ideas for the inevitable future sequ@@ els l@@ rb hey , do n't shoot the messenger rr@@ b	en	0
like a veteran head cutter , barber@@ shop is tuned in to its community	en	1
bri@@ sk hack job	en	0
thumbs up to pa@@ xton for not falling into the hollywood trap and making a vanity project with nothing new to offer	en	1
performances all around are tops , with the two leads delivering oscar caliber performances	en	1
it does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject	en	0
miller comes at film with bracing intelligence and a vision both pa@@ inter@@ ly and literary	en	1
this odd , poetic road movie , spi@@ ked by jol@@ ts of pop music , pretty much takes place in morton 's ever watch@@ ful gaze and it 's a tribute to the actress , and to her inv@@ entive director , that the journey is such a mes@@ meri@@ zing one	en	1
as gam@@ ely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean cut dah@@ mer l@@ rb jeremy ren@@ ner rr@@ b and fi@@ en@@ dish acts that no amount of earnest textbook psycho@@ logi@@ zing can bridge	en	0
as earnest as a community college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school	en	0
if you 're not , you 'll still have a good time " 	en	1
has a certain gh@@ ou@@ lish fascination , and generates a fair amount of b movie excitement	en	1
although it lacks the detail of the book , the film does pack some serious suspen@@ se	en	1
l@@ rb cu@@ ar n has rr@@ b created a substan@@ tive movie out of several cli@@ ched movie structures the road movie , the coming of age movie , and the teenage sex comedy	en	1
and second , what 's with all the shooting ?	en	0
billy crystal and robert de n@@ iro sleep@@ walk through vul@@ gari@@ ties in a sequel you can refuse	en	0
shrew@@ d but pointless	en	0
the problems and characters it reveals are universal and involving , and the film itself as well its deligh@@ tful cast is so bree@@ zy , pretty and gifted , it really won my heart	en	1
proof once again that if the filmmakers just follow the books , they ca n't go wrong	en	1
wise and ele@@ gi@@ ac	en	1
though filmed partly in canada , paid in full has clever ways of capturing inner city life during the reagan years	en	1
not counting a few gross out comedies i 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes	en	0
all of the elements are in place for a great film noir , but director george hick@@ en@@ loop@@ er 's approach to the material is too up@@ beat	en	0
the overall fabric is hypno@@ tic , and mr mat@@ te@@ i fo@@ sters moments of spontaneous intimacy	en	1
friday after next is a lot more blu@@ ster than bite	en	0
opera on film is never satisfactory	en	0
nicole holo@@ f@@ center , the insi@@ ght@@ ful writer director responsible for this illumin@@ ating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully	en	1
but , like silence , it 's a movie that gets under your skin	en	0
goo@@ ding and co@@ burn are both oscar winners , a fact which , as you watch them clum@@ si@@ ly mu@@ gging their way through snow dogs , seems in@@ concei@@ vable	en	0
loud , silly , stupid and pointless	en	0
while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggre@@ ssively silly that it 's more than a worth@@ while effort	en	1
mc@@ ti@@ ern@@ an 's remake may be lighter on its feet the sober minded original was as graceful as a tap dancing rh@@ ino but it is just as boring and as obvious	en	0
if you 're looking to re@@ kin@@ dle the magic of the first film , you 'll need a stronger stomach than us	en	0
an average b movie with no aspirations to be anything more	en	0
a film that plays things so nice 'n safe as to often play like a mil@@ que@@ toast movie of the week blown up for the big screen	en	0
the movie strad@@ dles the fence between escap@@ ism and social commentary , and on both sides it falls short	en	0
only mas@@ ochi@@ stic mo@@ vie@@ go@@ ers need apply	en	0
is anyone else out there getting tired of the whole s@@ lo mo , double pi@@ stol@@ ed , ballistic pyro@@ technic hong kong action aesthetic ?	en	0
like shre@@ k , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world	en	1
sta@@ tham employs an accent that i think is supposed to be an attempt at hard@@ ass american but sometimes just lap@@ ses into un@@ hidden british	en	0
a ya@@ wn provo@@ king little farm melo@@ drama	en	0
for all its shoot outs , fi@@ st@@ fights , and car ch@@ ases , this movie is a ph@@ leg@@ matic bore , so te@@ dious it makes the silly spy vs spy film the sum of all fears , starring ben aff@@ lec@@ k , seem down@@ right hitch@@ cock@@ ian	en	0
kicks off with an inau@@ sp@@ icious premise , mo@@ pes through a dre@@ ary tract of virtually plo@@ tless mean@@ der@@ ings and then ends with a whi@@ mper	en	0
one of the greatest films i 've ever seen	en	1
feels strangely hollow at its emotional core	en	0
it gets old quickly	en	0
feels less like a change in l@@ rb her@@ zo@@ g 's rr@@ b personal policy than a half hearted flu@@ ke	en	0
exu@@ des the fi@@ zz of a bu@@ sby berkeley musical and the vis@@ cer@@ al excitement of a sports extravag@@ anza	en	1
good performances keep it from being a total re@@ hash	en	1
t@@ sai convinc@@ ingly paints a specifically urban sense of dis@@ association here	en	1
he thinks the film is just as much a document about him as it is about the subject	en	0
it all starts to smack of a hall@@ mark hall of fame , with a few four letter words thrown in that are generally not heard on television	en	0
some body will take you places you have n't been , and also places you have	en	1
hollywood ending just is n't very funny	en	0
a jaw dro@@ pp@@ ingly beautiful work that u@@ pen@@ ds nearly every cli@@ ch of japanese animation while delivering a more than satisfactory amount of car@@ nage	en	1
but kou@@ y@@ ate elic@@ its strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them	en	1
' drum@@ line ' shows a level of young , black man@@ hood that is funny , touching , smart and complicated	en	1
upper teens may get cyn@@ ical	en	0
wel@@ les grou@@ pie scholar peter bog@@ dan@@ ovich took a long time to do it , but he 's finally provided his own broad@@ side at publishing giant william randolph hear@@ st	en	1
the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no 1 dri@@ ps with style and , at times , blood	en	1
it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons a re@@ tre@@ ad story , bad writing , and the same old sil@@ liness	en	0
birthday girl lu@@ cks out with chap@@ lin and kid@@ man , who are capable of ante@@ ing up some movie star charis@@ ma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns	en	1
stay for the credits and see a devastating comic imperson@@ ation by du@@ stin hoffman that is revel@@ atory	en	1
it is a lik@@ able story , told with competence	en	1
a gu@@ shy episode of " m a s h " only this time from an asian perspective	en	0
bread , my sweet has so many flaws it would be easy for critics to sh@@ red it	en	0
a deligh@@ tful romantic comedy with plenty of bite	en	1
you 'll forget about it by monday , though , and if they 're old enough to have developed some taste , so will your kids	en	0
a good thriller	en	1
you could easily mistake it for a sket@@ chy work in progress that was in@@ explic@@ ably rushed to the me@@ gap@@ le@@ xes before its time	en	0
it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one	en	0
rumor , a mu@@ ddled drama about coming to terms with death , feels im@@ personal , almost generic	en	0
works on the who@@ dun@@ it level as its larger themes get lost in the mur@@ k of its own making	en	0
there 's nothing like love to give a movie a b 12 shot , and c@@ q shim@@ mers with it	en	1
while not for every taste , this often very funny collegiate gross out comedy goes a long way toward restoring the lu@@ ster of the national lam@@ po@@ on film franchise , too long reduced to direct to video ir@@ rele@@ van@@ cy	en	1
the movie is not as terrible as the sy@@ ner@@ g@@ istic impulse that created it	en	0
the characters are based on stock cli@@ ch s , and the attempt to complic@@ ate the story only de@@ fies credibility	en	0
it 's petty thi@@ every like this that puts f@@ lim@@ sy flic@@ ks like this behind bars	en	0
an ador@@ ably whim@@ sical comedy that deserves more than a passing tw@@ inkle	en	1
with or without ball@@ ast tanks , k 19 sinks to a harrison ford low	en	0
mr ko@@ sh@@ ash@@ vili is a director to watch	en	1
about as big a crow@@ d@@ pleas@@ er as they possibly come	en	1
but on the whole , you 're gonna like this movie	en	1
we can tell what it is supposed to be , but ca n't really call it a work of art	en	0
the art direction and costumes are gorgeous and finely detailed , and kur@@ ys ' direction is clever and insi@@ ght@@ ful	en	1
the film is delic@@ ately narrated by martin land@@ au and directed with sensitivity and skill by dana jan@@ k@@ low@@ icz mann	en	1
sad nonsense , this	en	0
every note rings false	en	0
the ev@@ oc@@ ative imagery and gentle , la@@ pping rhythms of this film are infectious it gets under our skin and draws us in long before the plot kicks into gear	en	1
succee@@ ds as a well made ev@@ oc@@ ation of a sub@@ culture	en	1
plun@@ ges you into a reality that is , more often then not , difficult and sad , and then , without senti@@ ment@@ alizing it or denying its brutality , transforms that reality into a lyrical and celebr@@ atory vision	en	1
an immensely entertaining look at some of the un@@ sung heroes of 20th century pop music	en	1
the action scenes have all the suspen@@ se of a 20 car pi@@ le@@ up , while the plot holes are big enough for a train car to drive through if ka@@ os had n't blown them all up	en	0
howard conju@@ res the past via sur@@ realist flouri@@ shes so over@@ wrought you 'd swear he just stepped out of a bu uel retrospective	en	1
eisen@@ stein lacks considerable bri@@ o for a film about one of cinema 's directorial giants	en	0
even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century	en	1
inher@@ ently cau@@ stic and oddly whim@@ sical , the film chi@@ mes in on the gri@@ eving process and strangely draws the audience into the un@@ expla@@ in@@ able pain and ec@@ centri@@ cities that are attached to the concept of loss	en	1
like being able to hit on a 15 year old when you 're over 100	en	0
it 's better than the phantom menace	en	1
an ef@@ fort@@ lessly accomplished and rich@@ ly reson@@ ant work	en	1
bro@@ om@@ field is ener@@ gi@@ zed by vol@@ le@@ tta wallace 's maternal fury , her fear@@ lessness , and because of that , his film crack@@ les	en	1
a fiercely clever and subtle film , capturing the pre@@ car@@ ious balance between the extravag@@ ant confidence of the exiled aristocracy and the cruel ear@@ ne@@ st@@ ness of the victorious revolu@@ tionaries	en	1
this kind of hands on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors	en	1
for@@ mu@@ la@@ ic to the 5@@ 1st power , more like	en	0
when your subject is illusion versus reality , should n't the reality seem at least pass@@ ably real ?	en	0
the results are far more alien@@ ating than involving	en	0
these characters become wear@@ is@@ ome	en	0
it finds its mo@@ vie@@ going pleas@@ ures in the tiny events that could make a person who has lived her life half asleep suddenly wake up and take notice	en	1
i could have used my two hours better watching being john mal@@ ko@@ vich again	en	0
comes across as a reli@@ c from a by@@ gone era , and its con@@ volu@@ tions feel silly rather than plausible	en	0
the movie is as padded as allen 's jelly belly	en	0
the story is bo@@ gus and its characters tissue thin	en	0
more busy than exciting , more frantic than involving , more chaotic than entertaining	en	0
although visually striking and slic@@ kly staged , it 's also cold , grey , anti@@ sep@@ tic and emotionally desi@@ cc@@ ated	en	0
though in some ways similar to catherine bre@@ ill@@ at 's fat girl , rain is the far superior film	en	1
you leave feeling like you 've endured a long work@@ out without your pulse ever racing	en	0
one sided documentary offers simpli@@ stic explanations to a very complex situation	en	0
instead , it 'll only put you to sleep	en	0
the only way to tolerate this insi@@ pid , brutally clu@@ eless film might be with a large dose of pain@@ killers	en	0
a sensitive and astu@@ te first feature by anne sophie bi@@ rot	en	1
the comedy is non@@ existent	en	0
a real winner smart , funny , subtle , and reson@@ ant	en	1
comes alive only when it switches gears to the sentimental	en	0
an instance of an old dog not only learning but invent@@ ing a remarkable new trick	en	1
romantic , ri@@ ve@@ ting and hand@@ som@@ ely animated	en	1
try as you might to scru@@ tini@@ ze the ethics of kau@@ fman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohe@@ sive piece of film entertainment	en	1
every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread en@@ countering the most the fan@@ boy	en	1
spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound character@@ iz@@ ations	en	0
the acting , for the most part , is terri@@ fic , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conce@@ its than flesh and blood humans	en	1
l@@ rb less a movie than rr@@ b an app@@ alling , od@@ ori@@ ferous thing so rotten in almost every single fac@@ et of production that you 'll want to crawl up your own in embarrassment	en	0
funny and touching	en	1
an awkward hybrid of genres that just does n't work	en	0
affir@@ ms the gifts of all involved , starting with spiel@@ berg and going right through the ranks of the players on camera and off that he brings together	en	1
a fifty car pi@@ le@@ up of cli@@ ches	en	0
will warm your heart without making you feel guilty about it	en	1
one of the most unpleasant things the studio has ever produced	en	0
a gli@@ b but boun@@ cy bit of sixties style slic@@ k@@ ness in which the hero might wind up caught but the audience gets pure escap@@ ism	en	1
this one is not nearly as dreadful as expected	en	1
the result is a powerful , naturally dramatic piece of low budget film@@ making	en	1
as a science fiction movie , " minority report " ast@@ ounds	en	1
does n't deliver a great story , nor is the action as gripping as in past seag@@ al films	en	0
chil@@ ling in its objective portrait of dre@@ ary , lost twenty first century america	en	1
the au@@ te@@ ur 's ear for the way fears and sli@@ ghts are tele@@ graphed in the most bli@@ the exchanges gives the film its lingering tug	en	1
a re@@ hash of every gangster movie from the past decade	en	0
shattering , devastating documentary on two mal@@ adjusted teens in a downward narco@@ tized spiral	en	1
the som@@ ber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment	en	0
below is well below expectations	en	0
a generic international version of a typical american horror film	en	0
includes too much obvious pad@@ ding	en	0
at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face	en	1
the movie 's ultimate point that everyone should be themselves is tr@@ ite , but the screenwriter and director michel gon@@ dry re@@ state it to the point of ridicul@@ ousness	en	0
a fine documentary can be distinguished from a medi@@ oc@@ re one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience	en	1
in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as hear@@ tily sick of may@@ hem as cage 's war weary marine	en	0
pep@@ pered with wit@@ ty dialogue and inv@@ entive moments	en	1
is a crime that should be pun@@ ishable by cha@@ in@@ saw	en	0
whether or not you 're enligh@@ tened by any of der@@ ri@@ da 's lectures on " the other " and " the self , " der@@ ri@@ da is an un@@ deni@@ ably fascinating and playful fellow	en	1
the people in jessica are so recognizable and true that , as in real life , we 're never sure how things will work out	en	1
parents may even find that it goes by quickly , because it has some of the fun@@ ni@@ est jokes of any movie this year , including those intended for adults	en	1
a good music documentary , probably one of the best since the last waltz	en	1
